review_comment_message,IDHM,customer_state,review_comment_message_english,IDHM_low
Esperei quase 3 semanas pra receber um adaptador e ele chegar com defeito... Estou muuuito frustrado!!!,0.783,SP,I waited almost 3 weeks to receive an adapter and he arrives with defect ... I'm soooo frustrated !!!,False
Entrega realizada dentro do prazo,0.783,SP,Delivery made within the deadline,False
Ótimo ,0.66,BA,Excellent,True
"PRODUTO NAO ENTREGUE, COMPREI DOIS E VEIO SOMENTE UM. ",0.749,PR,"Product not delivered, I bought two and came only one.",False
"Produto chegou no prazo, ótima qualidade !",0.749,PR,"Product arrived on time, great quality!",False
Entrega atrasada sera que é correios em greve?,0.783,SP,Late Delivery Is it post -strike?,False
ótimo,0.746,RS,excellent,False
Adorei recomendo...,0.731,MG,I loved it ...,False
Produto ótimo e de boa qualidade! Chegou até antes do previsto. Podem comprar sem medo!! ,0.731,MG,Great and good quality product!Arrived even earlier than expected.They can buy without fear !!,False
Eu coprei seis como veio na nf porem so chegaram 4,0.761,RJ,I bought six as it came in the note but it has arrived 4,False
"Irresponsável,não tem nenhuma preocupação com o cliente pois cancela a venda na véspera da entrega após esperar 45dias.Fui Obrigada a colocar uma coroa para poder deixar aqui minha opinião ",0.783,SP,"Irresponsible, you have no concern with the customer because it cancels the sale on the eve of delivery after waiting 45 days.",False
O produto não chegou,0.66,BA,The product did not arrive,True
Recebi o produto sem nenhum problema é dentro do prazo previsto. ,0.783,SP,I received the product without any problem is within the expected deadline.,False
"não recomendo, não recebi o produto que comprei mandaram outro produto e ninguém resolve, um lixo de loja, não comprem, um desrespeito com o consumidor eu nunca mais vou comprar nesta loja.",0.783,SP,"I do not recommend, I did not receive the product I bought sent another product and no one solves, a store trash, do not buy, a disrespect with the consumer I will never buy this store again.",False
otimo atendimento,0.783,SP,great service,False
"Apesar da demora de entrega para minha região, é muito seguro comprar neste site.",0.674,AM,"Despite the delay of delivery to my region, it is very safe to buy on this site.",True
"Bom produto, entrega no prazo estipulado.",0.783,SP,"Good product, delivery within the stipulated time.",False
"O produto demorou MUITO para chegar e veio com defeito. Ao contatar a loja, tive que INSISTIR para trocarem mesmo com fotos dos defeitos e ainda por cima tive de pagar para enviar. Prejuízo!",0.783,SP,"The product took a long time to arrive and came with defect.When contacting the store, I had to insist to change even with photos of the defects and on top of that I had to pay to send.Prejudice!",False
"Exatamente como no anúncio .
Entrega rápida.
Muito satisfeito",0.783,SP,"Just as in the ad.
Quick delivery.
Very satisfied",False
ótimo,0.761,RJ,excellent,False
"Demorou um pouco a chegar, mas veio dentro do prazo, visto q o prazo q foi dado foi bastante longo",0.682,CE,"It took a while to arrive, but came on time, since the deadline that was given was quite long",True
Produto de qualidade muito boa.,0.783,SP,Very good quality product.,False
Comprei pela primeira vez e fiquei satisfeito,0.783,SP,I bought it for the first time and was satisfied,False
Pedido atendido corretamente.grata.,0.761,RJ,Request correctly answered.,False
"Produto atendeu bem, o seu propósito, funciona mesmo, muito bom.",0.761,RJ,"Product served well, its purpose, it really works, very good.",False
"Bom dia!!
Gostaria de saber como que vai ficar
Como eu ainda não recebi o meu produto ",0.783,SP,"Good morning!!
I would like to know how it will be
As I have not received my product yet",False
"Apesar de fazer a mesma funções, trocaram os adaptadores e esse que recebi aparentemente parece ser inferior ao que comprei, tanto em qualidade do material como o valor 5x mais barato",0.783,SP,"Despite doing the same functions, they exchanged the adapters and the one that I received apparently seems to be lower than what I bought, both in material quality and the cheapest 5x value",False
"Nao gostei do produto, nao limpa a corrente conforme fala no anuncio",0.783,SP,"I did not like the product, do not clean the current as it speaks in the ad",False
Não comprarei mais mesa loja.,0.783,SP,I won't buy a store table anymore.,False
"amei o produto, super fácil de manusear e a lannister está de PARABÉNS, pois chegou BEM ANTES do prazo.",0.682,CE,"Loved the product, super easy to handle and Lannister is to be congratulated, because it arrived well before the deadline.",True
Tudo perfeito ,0.783,SP,All perfect,False
A qualidade não era o que esperava.,0.761,RJ,The quality was not what I expected.,False
Bom,0.761,RJ,Good,False
"Gostei muito, chegou no prazo e vou recomendar as lojas lannister.
",0.783,SP,"I really enjoyed it, I arrived on time and I will recommend the Lannister stores.",False
Entrega em atraso já entrei em contato e não tenho resposta.,0.731,MG,Delivery overdue I already contacted and I have no answer.,False
"Muito difícil a colocação , ficou cheio de bolhas, é opaco tira definição e brilho da tela.
NÃO GOSTEI não recomendo.",0.783,SP,"Very difficult to place, it was full of bubbles, it is opaque to take definition and brightness of the screen.
I did not like I do not recommend.",False
Não recebi o produto. Estou no aguardo.,0.774,SC,I did not receive the product.I'm waiting.,False
"Fiz, em Janeiro, uma compra de um Kit 3 Pendentes Tom Dixon Acabamento em Madeira Branco, com previsão de entrega para 15/02, e hoje é 19/02 e até agora não foi entregue. Quero um posicionamento!!!",0.761,RJ,"In January, I made a purchase of a 3 -pendent -pendant kit of white wood finish, scheduled for delivery for 02/15, and today is 02/19 and so far has not been delivered.I want a position !!!",False
"Um ponto negativo que achei foi a cobrança de 3 taxas de entregas, sendo que comprei os 3 produtos iguais numa só compra.
E mesmo comprando os produtos juntos, chegaram separados.",0.761,RJ,"One downside I found was the charge of 3 delivery fees, and I bought the 3 equal products in a single purchase.
And even buying the products together, they arrived separately.",False
Seria ótimo se tivesem entregue os 3 (três) pedidos de uma única vez.,0.761,RJ,It would be great if it had delivered the 3 (three) orders at one time.,False
"Já estou usando a dois dias por enquanto está eficiente,espero que continue assim",0.783,SP,"I'm already using it for two days for now it is efficient, I hope it continues like this",False
"Propaganda enganosa de produto chinês. Não vale 50%do valor cobrado. Não é impermeável, não tem couro na composição.",0.746,RS,"Misleading advertising of Chinese product.It is not worth 50%of the amount charged.It is not waterproof, there is no leather in the composition.",False
"Super macia, adorei recomendo sim ",0.783,SP,"Super soft, I loved it",False
"To satisfeito com a rapidez, que o produto foi entrege, não posso avaliar o produto ainda pq eu recebi hj, mais gostei, parabéns pela pontualidade",0.783,SP,"I am satisfied with the speed, that the product was delivered, I can not evaluate the product still because I received today, but I liked it, congratulations on the punctuality",False
"Não recebi a mercadoria sumil.
Estou no aguardo esperando resposta .",0.735,GO,"I did not receive the Sumil goods.
I'm waiting waiting for an answer.",False
Prazo longo e ainda atraso na entrega. Até o momento não recebi o produto e não tenho uma satisfação do que realmente está havendo. Segundo correio o produto ainda não chegou ao destino.,0.66,BA,Long term and still delay in delivery.So far I have not received the product and I do not have a satisfaction of what is really going on.According to the post the product the product has not yet reached its destination.,True
"Ótimo produto, chegou antes do prazo",0.761,RJ,"Great product, it arrived before the deadline",False
ótimo,0.774,SC,excellent,False
"Vendedor rápido e atencioso, recomendo a todos",0.725,MT,"Fast and attentive salesman, I recommend to all",False
Apesar do produto não vir ao identico da compra realizada pq tenho o print da balança eu recomendo a loja mais agora com um pé atras,0.783,SP,Although the product does not come to the identical of the purchase made because I have the print of the balance I recommend the store more now with a foot behind,False
já está com quase um mês que fiz o pedido e o produto ainda não chegou.,0.682,CE,It is almost a month since I placed the order and the product has not yet arrived.,True
Ainda estou na espera.,0.761,RJ,I'm still waiting.,False
Qualidade do produto razoavel,0.783,SP,Reasonable product quality,False
satisfeito,0.731,MG,satisfied,False
Entrega no prazo é o relógio muito bonito ,0.761,RJ,Delivery on time is the very beautiful clock,False
gostei muito,0.783,SP,I really liked,False
O produto veio errado e até agora não tive nenhuma resposta da loja,0.783,SP,The product has come wrong and so far I had no response from the store,False
"amei tudo e chegou rápido,",0.66,BA,"I loved everything and arrived fast,",True
"Sempre compro produtos nas lannister, além de ser de ótima qualidade o preço e o prazo eu adoro.",0.783,SP,"I always buy products at Lannister, besides being of great quality the price and the deadline I love.",False
"sempre recebo produtos comprados no baratheon muito antes do prazo final, mas este foi ""em cima da hora"" não sei se por causa alheia da loja.",0.774,SC,"I always get products bought at Baratheon long before the deadline, but this one was ""on time"" I don't know if because of the store of the store.",False
LOJA 10,0.731,MG,Store 10,False
Foi pedido 2 itens. So foi entregue 1. Na NF constam os 2.,0.761,RJ,2 items were requested.It was only delivered 1. In the NF are the 2.,False
AINDA NÃO RECEBÍ O PRODUTO !!!,0.783,SP,I haven't received the product yet !!!,False
